date,T2M,RH2M,PRECTOTCORR,state
2021-01-01,26.14,88.02,0.08,Abia
2021-01-02,26.18,88.77,0.06,Abia
2021-01-03,26.21,88.92,0.12,Abia
2021-01-04,26.87,84.94,0.07,Abia
2021-01-05,26.45,89.33,0.09,Abia
2021-01-06,26.68,86.42,7.32,Abia
2021-01-07,26.26,88.19,6.54,Abia
2021-01-08,26.48,87.05,3.05,Abia
2021-01-09,26.69,85.45,2.9,Abia
2021-01-10,26.64,83.79,4.34,Abia
2021-01-11,26.8,82.81,0.07,Abia
2021-01-12,26.74,82.84,0.15,Abia
2021-01-13,26.51,81.31,0.03,Abia
2021-01-14,26.39,81.22,0.07,Abia
2021-01-15,26.75,79.79,0.03,Abia
2021-01-16,26.49,82.52,0.01,Abia
2021-01-17,26.6,80.74,0.01,Abia
2021-01-18,26.62,81.22,0.0,Abia
2021-01-19,26.98,75.41,0.01,Abia
2021-01-20,24.93,68.19,0.0,Abia
2021-01-21,24.85,71.21,0.0,Abia
2021-01-22,24.45,72.1,0.0,Abia
2021-01-23,24.71,67.33,0.0,Abia
2021-01-24,25.02,74.14,0.0,Abia
2021-01-25,26.17,82.05,0.0,Abia
2021-01-26,26.02,84.71,0.17,Abia
2021-01-27,26.12,86.54,0.32,Abia
2021-01-28,26.09,87.95,1.15,Abia
2021-01-29,26.04,80.46,0.15,Abia
2021-01-30,25.29,72.79,0.03,Abia
2021-01-31,25.02,83.41,0.03,Abia
2021-02-01,26.17,85.16,0.06,Abia
2021-02-02,26.87,83.26,0.21,Abia
2021-02-03,26.99,82.94,0.16,Abia
2021-02-04,26.75,75.78,0.03,Abia
2021-02-05,25.58,79.97,0.0,Abia
2021-02-06,24.94,69.89,0.0,Abia
2021-02-07,25.24,78.58,0.0,Abia
2021-02-08,26.47,84.69,0.0,Abia
2021-02-09,27.29,79.58,0.0,Abia
2021-02-10,27.68,80.0,0.35,Abia
2021-02-11,27.39,83.13,0.4,Abia
2021-02-12,27.01,85.68,1.12,Abia
2021-02-13,27.17,85.38,1.37,Abia
2021-02-14,27.43,84.78,0.44,Abia
2021-02-15,27.11,85.27,0.18,Abia
2021-02-16,27.46,81.36,0.05,Abia
2021-02-17,25.68,72.91,0.13,Abia
2021-02-18,24.56,65.87,0.0,Abia
2021-02-19,24.19,56.88,0.0,Abia
2021-02-20,25.69,60.6,0.0,Abia
2021-02-21,26.01,74.43,0.01,Abia
2021-02-22,25.71,83.97,0.0,Abia
2021-02-23,25.99,85.53,0.02,Abia
2021-02-24,26.03,83.13,0.03,Abia
2021-02-25,26.1,84.25,0.15,Abia
2021-02-26,25.98,87.68,0.64,Abia
2021-02-27,27.14,81.19,0.73,Abia
2021-02-28,26.89,84.67,0.3,Abia
2021-03-01,27.36,84.07,0.59,Abia
2021-03-02,27.17,83.28,0.0,Abia
2021-03-03,26.74,85.84,0.0,Abia
2021-03-04,27.1,84.44,0.0,Abia
2021-03-05,27.02,85.67,0.0,Abia
2021-03-06,26.95,85.71,0.0,Abia
2021-03-07,27.44,85.46,1.09,Abia
2021-03-08,27.27,87.19,3.03,Abia
2021-03-09,27.59,85.17,3.33,Abia
2021-03-10,26.55,88.95,5.9,Abia
2021-03-11,26.6,87.79,4.54,Abia
2021-03-12,26.56,87.03,4.51,Abia
2021-03-13,26.75,86.98,7.96,Abia
2021-03-14,25.38,91.78,10.61,Abia
2021-03-15,25.54,86.29,1.76,Abia
2021-03-16,25.72,89.03,1.91,Abia
2021-03-17,26.14,84.09,0.56,Abia
2021-03-18,25.87,86.9,0.53,Abia
2021-03-19,25.77,84.09,1.17,Abia
2021-03-20,25.18,88.73,0.64,Abia
2021-03-21,26.21,83.24,0.02,Abia
2021-03-22,25.44,90.93,6.39,Abia
2021-03-23,26.21,86.6,3.79,Abia
2021-03-24,25.02,91.47,5.2,Abia
2021-03-25,25.79,85.5,2.95,Abia
2021-03-26,26.11,85.29,2.24,Abia
2021-03-27,26.93,84.72,0.0,Abia
2021-03-28,27.33,73.57,0.0,Abia
2021-03-29,26.33,78.13,0.0,Abia
2021-03-30,27.07,81.68,0.0,Abia
2021-03-31,26.91,82.99,0.0,Abia
2021-04-01,27.25,83.87,0.08,Abia
2021-04-02,27.05,85.34,0.08,Abia
2021-04-03,27.53,83.01,0.04,Abia
2021-04-04,27.0,86.68,0.1,Abia
2021-04-05,27.35,85.09,0.07,Abia
2021-04-06,26.73,89.77,8.86,Abia
2021-04-07,26.81,89.85,5.97,Abia
2021-04-08,26.25,91.85,8.36,Abia
2021-04-09,26.55,87.53,2.5,Abia
2021-04-10,26.87,86.63,7.28,Abia
2021-04-11,26.11,89.68,41.52,Abia
2021-04-12,27.02,82.77,2.02,Abia
2021-04-13,25.88,90.55,38.39,Abia
2021-04-14,25.97,85.86,14.02,Abia
2021-04-15,27.41,80.47,4.49,Abia
2021-04-16,25.74,92.55,8.62,Abia
2021-04-17,26.32,88.42,3.44,Abia
2021-04-18,26.72,83.61,3.26,Abia
2021-04-19,26.92,86.09,2.95,Abia
2021-04-20,26.47,88.35,2.69,Abia
2021-04-21,26.7,88.7,5.79,Abia
2021-04-22,26.67,85.48,5.43,Abia
2021-04-23,27.24,85.44,11.63,Abia
2021-04-24,26.24,89.66,1.15,Abia
2021-04-25,27.54,81.81,1.52,Abia
2021-04-26,27.19,86.44,0.86,Abia
2021-04-27,26.53,90.69,4.25,Abia
2021-04-28,26.97,86.91,1.1,Abia
2021-04-29,26.5,87.67,1.56,Abia
2021-04-30,26.96,85.23,1.85,Abia
2021-05-01,26.21,90.81,12.05,Abia
2021-05-02,27.02,86.52,1.77,Abia
2021-05-03,25.71,92.77,2.96,Abia
2021-05-04,26.02,88.2,1.3,Abia
2021-05-05,26.3,86.29,1.21,Abia
2021-05-06,25.89,90.03,5.81,Abia
2021-05-07,26.57,81.35,1.27,Abia
2021-05-08,25.31,89.77,7.18,Abia
2021-05-09,25.46,82.43,1.39,Abia
2021-05-10,26.06,84.74,1.0,Abia
2021-05-11,27.05,86.2,1.57,Abia
2021-05-12,25.92,91.74,3.53,Abia
2021-05-13,26.06,90.22,3.3,Abia
2021-05-14,26.68,86.99,1.68,Abia
2021-05-15,27.87,83.57,10.96,Abia
2021-05-16,26.74,89.19,1.22,Abia
2021-05-17,26.88,85.08,2.04,Abia
2021-05-18,26.66,86.56,8.24,Abia
2021-05-19,26.73,88.75,4.19,Abia
2021-05-20,25.95,92.12,7.5,Abia
2021-05-21,26.81,85.8,5.19,Abia
2021-05-22,25.64,92.27,1.7,Abia
2021-05-23,26.58,86.53,1.51,Abia
2021-05-24,26.97,85.92,1.24,Abia
2021-05-25,26.84,90.32,3.2,Abia
2021-05-26,26.61,89.59,4.84,Abia
2021-05-27,26.57,89.72,6.38,Abia
2021-05-28,26.1,90.18,3.74,Abia
2021-05-29,26.54,89.35,5.65,Abia
2021-05-30,26.86,89.87,4.44,Abia
2021-05-31,26.13,94.66,96.99,Abia
2021-06-01,26.51,86.14,37.87,Abia
2021-06-02,25.82,88.05,1.96,Abia
2021-06-03,26.36,88.08,3.26,Abia
2021-06-04,25.34,93.42,5.61,Abia
2021-06-05,25.54,89.71,10.24,Abia
2021-06-06,27.26,76.18,6.67,Abia
2021-06-07,27.51,77.82,0.68,Abia
2021-06-08,26.77,88.97,10.54,Abia
2021-06-09,25.79,93.46,17.57,Abia
2021-06-10,27.45,82.26,1.3,Abia
2021-06-11,25.97,90.62,6.73,Abia
2021-06-12,25.78,87.73,1.33,Abia
2021-06-13,26.7,85.68,0.77,Abia
2021-06-14,26.14,91.77,1.73,Abia
2021-06-15,25.57,91.07,9.86,Abia
2021-06-16,26.03,86.61,8.69,Abia
2021-06-17,25.71,87.97,6.56,Abia
2021-06-18,25.86,89.09,12.06,Abia
2021-06-19,25.06,93.63,17.98,Abia
2021-06-20,25.55,88.99,1.8,Abia
2021-06-21,24.68,92.72,9.95,Abia
2021-06-22,24.29,93.85,1.82,Abia
2021-06-23,25.05,89.05,0.77,Abia
2021-06-24,26.03,84.54,0.54,Abia
2021-06-25,24.97,93.13,11.06,Abia
2021-06-26,25.4,91.17,7.83,Abia
2021-06-27,24.72,92.26,7.03,Abia
2021-06-28,24.73,89.93,7.53,Abia
2021-06-29,24.91,86.57,8.13,Abia
2021-06-30,25.68,85.0,2.74,Abia
2021-07-01,25.52,89.97,4.62,Abia
2021-07-02,25.29,91.09,7.57,Abia
2021-07-03,24.71,93.61,31.22,Abia
2021-07-04,24.54,90.6,6.1,Abia
2021-07-05,24.56,90.55,35.98,Abia
2021-07-06,24.43,89.46,2.11,Abia
2021-07-07,25.19,90.34,4.48,Abia
2021-07-08,25.05,91.98,8.82,Abia
2021-07-09,25.31,89.69,7.49,Abia
2021-07-10,24.88,88.64,1.86,Abia
2021-07-11,25.62,88.01,3.73,Abia
2021-07-12,24.66,92.36,8.36,Abia
2021-07-13,25.4,89.92,5.77,Abia
2021-07-14,25.67,89.06,11.37,Abia
2021-07-15,25.22,90.94,7.79,Abia
2021-07-16,24.09,94.48,37.44,Abia
2021-07-17,25.03,88.98,1.23,Abia
2021-07-18,25.33,87.37,0.25,Abia
2021-07-19,25.4,88.01,1.66,Abia
2021-07-20,25.63,88.15,2.29,Abia
2021-07-21,24.99,89.82,1.68,Abia
2021-07-22,24.98,90.44,1.72,Abia
2021-07-23,25.12,90.06,2.63,Abia
2021-07-24,24.67,89.73,1.5,Abia
2021-07-25,24.59,86.54,0.18,Abia
2021-07-26,24.66,86.32,0.13,Abia
2021-07-27,24.24,88.05,0.53,Abia
2021-07-28,24.97,86.04,0.42,Abia
2021-07-29,25.12,85.16,0.15,Abia
2021-07-30,24.43,87.94,0.9,Abia
2021-07-31,25.21,86.53,1.34,Abia
2021-08-01,25.3,88.7,4.14,Abia
2021-08-02,25.46,89.01,8.79,Abia
2021-08-03,25.5,89.66,20.69,Abia
2021-08-04,25.07,91.5,3.04,Abia
2021-08-05,24.42,93.04,3.96,Abia
2021-08-06,24.26,92.18,2.2,Abia
2021-08-07,24.69,90.24,5.06,Abia
2021-08-08,23.8,91.79,2.35,Abia
2021-08-09,25.07,87.6,32.53,Abia
2021-08-10,25.32,90.4,37.0,Abia
2021-08-11,24.66,92.66,34.99,Abia
2021-08-12,24.4,91.82,16.14,Abia
2021-08-13,25.42,87.98,12.11,Abia
2021-08-14,24.98,89.68,4.25,Abia
2021-08-15,25.64,88.83,5.09,Abia
2021-08-16,24.95,91.46,4.46,Abia
2021-08-17,24.63,91.8,12.13,Abia
2021-08-18,24.62,90.75,5.44,Abia
2021-08-19,24.3,92.1,9.28,Abia
2021-08-20,24.68,90.52,13.12,Abia
2021-08-21,24.62,91.57,9.85,Abia
2021-08-22,24.75,89.64,10.27,Abia
2021-08-23,25.44,88.81,2.55,Abia
2021-08-24,25.73,89.7,3.1,Abia
2021-08-25,25.88,89.68,4.94,Abia
2021-08-26,24.98,92.59,3.69,Abia
2021-08-27,25.37,89.45,1.45,Abia
2021-08-28,24.91,91.88,3.63,Abia
2021-08-29,25.37,90.18,12.09,Abia
2021-08-30,26.06,88.37,4.62,Abia
2021-08-31,25.82,89.36,6.5,Abia
2021-09-01,24.5,94.17,14.23,Abia
2021-09-02,24.91,91.22,11.37,Abia
2021-09-03,25.37,89.71,9.12,Abia
2021-09-04,24.28,92.55,5.01,Abia
2021-09-05,24.44,90.43,3.81,Abia
2021-09-06,25.05,89.37,1.74,Abia
2021-09-07,25.63,89.61,2.58,Abia
2021-09-08,25.78,90.56,2.87,Abia
2021-09-09,26.15,86.72,4.14,Abia
2021-09-10,24.98,94.69,21.01,Abia
2021-09-11,25.31,90.05,3.23,Abia
2021-09-12,24.82,92.61,5.14,Abia
2021-09-13,24.78,89.05,2.94,Abia
2021-09-14,25.08,87.65,0.42,Abia
2021-09-15,25.8,85.34,1.17,Abia
2021-09-16,25.33,91.74,2.8,Abia
2021-09-17,25.34,88.23,1.23,Abia
2021-09-18,25.82,89.36,7.29,Abia
2021-09-19,25.29,91.36,8.34,Abia
2021-09-20,24.84,92.74,7.56,Abia
2021-09-21,24.69,93.62,14.0,Abia
2021-09-22,24.56,93.47,6.52,Abia
2021-09-23,25.89,83.09,1.76,Abia
2021-09-24,25.59,89.46,6.47,Abia
2021-09-25,24.41,89.3,6.54,Abia
2021-09-26,24.73,88.84,1.3,Abia
2021-09-27,25.33,88.28,4.1,Abia
2021-09-28,25.73,87.65,1.44,Abia
2021-09-29,24.81,90.92,1.4,Abia
2021-09-30,25.49,90.41,9.08,Abia
2021-10-01,25.01,93.45,10.54,Abia
2021-10-02,26.11,88.12,2.33,Abia
2021-10-03,25.69,91.15,7.98,Abia
2021-10-04,25.56,90.18,0.98,Abia
2021-10-05,25.35,92.01,25.82,Abia
2021-10-06,25.73,89.83,30.25,Abia
2021-10-07,26.54,83.6,3.54,Abia
2021-10-08,26.78,87.92,5.34,Abia
2021-10-09,25.31,95.15,72.73,Abia
2021-10-10,25.99,89.85,1.91,Abia
2021-10-11,25.35,92.05,5.05,Abia
2021-10-12,25.54,91.31,11.66,Abia
2021-10-13,25.41,92.03,4.73,Abia
2021-10-14,25.22,91.76,1.24,Abia
2021-10-15,25.87,88.82,0.71,Abia
2021-10-16,25.95,90.01,3.17,Abia
2021-10-17,25.18,92.52,4.89,Abia
2021-10-18,26.21,86.03,0.62,Abia
2021-10-19,25.09,92.86,2.77,Abia
2021-10-20,24.67,92.2,1.12,Abia
2021-10-21,25.42,90.8,1.03,Abia
2021-10-22,24.64,95.55,32.53,Abia
2021-10-23,24.71,90.86,3.89,Abia
2021-10-24,26.71,80.6,0.4,Abia
2021-10-25,25.88,91.43,3.08,Abia
2021-10-26,25.57,90.31,1.68,Abia
2021-10-27,26.29,85.15,2.22,Abia
2021-10-28,25.22,89.41,12.41,Abia
2021-10-29,26.61,84.62,10.55,Abia
2021-10-30,24.65,92.81,4.32,Abia
2021-10-31,25.2,89.43,3.02,Abia
2021-11-01,24.49,93.56,34.65,Abia
2021-11-02,24.89,88.83,1.24,Abia
2021-11-03,25.63,88.04,0.75,Abia
2021-11-04,25.72,90.61,1.89,Abia
2021-11-05,26.1,89.83,2.42,Abia
2021-11-06,25.2,94.11,2.17,Abia
2021-11-07,25.52,89.93,10.95,Abia
2021-11-08,25.67,92.48,5.49,Abia
2021-11-09,26.08,90.73,10.65,Abia
2021-11-10,25.47,93.05,12.54,Abia
2021-11-11,24.96,92.13,12.75,Abia
2021-11-12,24.4,92.91,1.24,Abia
2021-11-13,26.22,84.34,3.03,Abia
2021-11-14,26.39,85.99,8.36,Abia
2021-11-15,26.2,89.33,5.11,Abia
2021-11-16,26.38,86.27,5.08,Abia
2021-11-17,25.89,88.92,0.62,Abia
2021-11-18,26.23,88.65,1.98,Abia
2021-11-19,24.97,93.46,28.82,Abia
2021-11-20,25.79,86.53,4.71,Abia
2021-11-21,26.54,85.58,0.85,Abia
2021-11-22,26.14,90.91,7.17,Abia
2021-11-23,26.59,87.4,11.58,Abia
2021-11-24,26.47,86.91,2.18,Abia
2021-11-25,26.67,86.51,6.76,Abia
2021-11-26,26.48,86.7,4.29,Abia
2021-11-27,26.34,86.57,0.64,Abia
2021-11-28,26.04,87.82,0.46,Abia
2021-11-29,26.19,87.29,0.65,Abia
2021-11-30,26.9,82.54,0.48,Abia
2021-12-01,25.81,78.8,0.1,Abia
2021-12-02,26.09,88.45,0.91,Abia
2021-12-03,25.18,88.43,0.37,Abia
2021-12-04,26.2,83.09,0.19,Abia
2021-12-05,25.97,84.82,1.5,Abia
2021-12-06,25.99,90.14,0.5,Abia
2021-12-07,27.07,83.66,0.03,Abia
2021-12-08,25.32,76.63,0.09,Abia
2021-12-09,24.73,73.11,0.0,Abia
2021-12-10,24.22,76.21,0.0,Abia
2021-12-11,24.31,77.15,0.0,Abia
2021-12-12,24.75,75.29,0.09,Abia
2021-12-13,25.21,79.65,0.64,Abia
2021-12-14,25.4,79.64,0.46,Abia
2021-12-15,24.69,73.98,0.33,Abia
2021-12-16,23.56,69.68,0.28,Abia
2021-12-17,24.38,72.78,0.07,Abia
2021-12-18,23.5,70.53,0.0,Abia
2021-12-19,23.89,69.08,0.04,Abia
2021-12-20,24.1,72.44,0.0,Abia
2021-12-21,24.41,70.54,0.38,Abia
2021-12-22,24.51,71.68,0.02,Abia
2021-12-23,26.23,66.11,0.01,Abia
2021-12-24,24.8,75.75,0.27,Abia
2021-12-25,25.12,85.98,7.83,Abia
2021-12-26,24.46,74.53,0.08,Abia
2021-12-27,26.45,83.89,0.1,Abia
2021-12-28,24.47,78.48,0.71,Abia
2021-12-29,23.95,72.47,0.31,Abia
2021-12-30,24.54,72.65,0.0,Abia
2021-12-31,24.76,73.57,3.09,Abia
2022-01-01,26.66,78.87,4.33,Abia
2022-01-02,24.66,69.34,0.48,Abia
2022-01-03,22.76,67.53,1.55,Abia
2022-01-04,23.75,74.58,0.03,Abia
2022-01-05,25.03,71.7,0.01,Abia
2022-01-06,24.66,72.02,0.23,Abia
2022-01-07,25.73,76.86,4.66,Abia
2022-01-08,26.48,87.34,17.53,Abia
2022-01-09,26.19,89.31,10.84,Abia
2022-01-10,26.09,81.39,4.79,Abia
2022-01-11,25.88,75.55,0.06,Abia
2022-01-12,25.4,85.65,0.32,Abia
2022-01-13,25.71,91.4,1.21,Abia
2022-01-14,26.36,85.8,0.42,Abia
2022-01-15,26.26,85.29,0.22,Abia
2022-01-16,25.81,88.52,3.67,Abia
2022-01-17,25.75,87.47,13.09,Abia
2022-01-18,24.09,69.64,8.51,Abia
2022-01-19,21.75,63.46,0.01,Abia
2022-01-20,23.23,67.5,0.0,Abia
2022-01-21,23.77,67.52,0.08,Abia
2022-01-22,24.34,68.78,0.1,Abia
2022-01-23,24.14,68.18,4.26,Abia
2022-01-24,23.64,68.53,0.69,Abia
2022-01-25,22.7,63.0,0.0,Abia
2022-01-26,23.63,68.72,1.26,Abia
2022-01-27,25.16,74.85,2.52,Abia
2022-01-28,23.82,66.26,0.06,Abia
2022-01-29,22.33,64.35,0.0,Abia
2022-01-30,22.36,60.08,0.0,Abia
2022-01-31,22.52,64.58,0.0,Abia
2022-02-01,23.74,66.29,0.0,Abia
2022-02-02,24.25,66.26,0.03,Abia
2022-02-03,24.32,59.62,0.73,Abia
2022-02-04,23.24,59.05,0.04,Abia
2022-02-05,23.82,59.2,0.0,Abia
2022-02-06,24.45,72.46,0.0,Abia
2022-02-07,24.31,69.74,0.0,Abia
2022-02-08,24.3,75.07,0.0,Abia
2022-02-09,25.94,79.16,0.0,Abia
2022-02-10,24.73,59.38,0.13,Abia
2022-02-11,23.47,63.06,0.0,Abia
2022-02-12,23.76,70.76,0.16,Abia
2022-02-13,25.73,79.71,0.4,Abia
2022-02-14,26.2,80.62,0.31,Abia
2022-02-15,26.12,84.97,0.03,Abia
2022-02-16,26.59,84.76,0.06,Abia
2022-02-17,26.95,83.6,0.03,Abia
2022-02-18,27.34,81.81,0.04,Abia
2022-02-19,27.24,82.88,0.04,Abia
2022-02-20,25.86,65.94,0.04,Abia
2022-02-21,25.62,65.17,0.02,Abia
2022-02-22,25.96,73.75,0.05,Abia
2022-02-23,26.54,81.4,0.03,Abia
2022-02-24,27.05,83.3,0.02,Abia
2022-02-25,26.61,73.01,0.04,Abia
2022-02-26,25.27,79.76,0.08,Abia
2022-02-27,26.21,86.96,0.26,Abia
2022-02-28,26.45,86.64,0.28,Abia
2022-03-01,27.17,84.65,0.16,Abia
2022-03-02,26.44,89.22,4.54,Abia
2022-03-03,26.27,87.94,3.31,Abia
2022-03-04,25.87,90.07,3.04,Abia
2022-03-05,26.4,85.83,1.43,Abia
2022-03-06,25.59,91.0,3.92,Abia
2022-03-07,26.74,85.09,1.88,Abia
2022-03-08,27.28,85.71,4.46,Abia
2022-03-09,26.79,88.56,12.09,Abia
2022-03-10,26.38,89.67,11.45,Abia
2022-03-11,26.83,86.2,4.44,Abia
2022-03-12,26.86,87.9,0.64,Abia
2022-03-13,26.69,86.58,0.31,Abia
2022-03-14,27.27,83.22,0.04,Abia
2022-03-15,26.81,88.29,0.44,Abia
2022-03-16,27.13,84.65,0.11,Abia
2022-03-17,27.14,84.69,0.1,Abia
2022-03-18,27.07,86.17,0.25,Abia
2022-03-19,27.19,87.28,0.58,Abia
2022-03-20,27.05,86.73,0.38,Abia
2022-03-21,27.16,85.72,0.36,Abia
2022-03-22,26.95,87.96,0.8,Abia
2022-03-23,27.13,87.64,0.87,Abia
2022-03-24,27.15,87.52,1.06,Abia
2022-03-25,26.77,89.87,0.84,Abia
2022-03-26,27.69,84.91,0.46,Abia
2022-03-27,27.8,83.1,0.82,Abia
2022-03-28,27.26,77.18,0.19,Abia
2022-03-29,27.56,83.33,0.41,Abia
2022-03-30,27.83,84.27,0.31,Abia
2022-03-31,27.53,86.72,0.59,Abia
2022-04-01,26.31,90.36,3.22,Abia
2022-04-02,26.61,82.53,0.38,Abia
2022-04-03,26.48,86.77,0.97,Abia
2022-04-04,26.51,86.89,1.52,Abia
2022-04-05,26.91,84.99,3.25,Abia
2022-04-06,28.32,78.69,16.61,Abia
2022-04-07,27.4,85.53,4.15,Abia
2022-04-08,26.58,88.42,7.78,Abia
2022-04-09,26.0,89.95,13.63,Abia
2022-04-10,26.84,82.21,2.61,Abia
2022-04-11,26.27,88.49,0.43,Abia
2022-04-12,26.67,86.17,2.3,Abia
2022-04-13,26.24,87.61,1.61,Abia
2022-04-14,25.76,87.01,0.32,Abia
2022-04-15,26.6,82.91,0.41,Abia
2022-04-16,27.16,84.56,1.12,Abia
2022-04-17,26.27,92.11,17.67,Abia
2022-04-18,25.85,88.09,4.1,Abia
2022-04-19,26.19,82.68,1.15,Abia
2022-04-20,26.9,83.6,0.39,Abia
2022-04-21,26.35,91.3,26.83,Abia
2022-04-22,26.87,87.88,2.8,Abia
2022-04-23,26.82,89.17,8.62,Abia
2022-04-24,26.12,91.31,5.94,Abia
2022-04-25,26.48,88.79,3.12,Abia
2022-04-26,27.04,84.67,3.1,Abia
2022-04-27,26.12,90.59,21.07,Abia
2022-04-28,26.03,87.31,6.05,Abia
2022-04-29,25.43,86.92,5.73,Abia
2022-04-30,26.72,82.78,1.51,Abia
2022-05-01,25.65,92.4,2.7,Abia
2022-05-02,25.72,90.54,3.78,Abia
2022-05-03,27.21,84.97,1.91,Abia
2022-05-04,25.55,90.11,3.73,Abia
2022-05-05,27.04,85.28,12.14,Abia
2022-05-06,26.14,92.32,8.04,Abia
2022-05-07,26.42,87.56,0.47,Abia
2022-05-08,27.02,86.55,0.9,Abia
2022-05-09,26.46,91.79,2.66,Abia
2022-05-10,25.57,92.25,2.16,Abia
2022-05-11,26.9,85.29,1.2,Abia
2022-05-12,27.2,85.31,1.61,Abia
2022-05-13,26.91,89.8,3.54,Abia
2022-05-14,26.56,90.73,2.67,Abia
2022-05-15,26.49,91.18,2.73,Abia
2022-05-16,27.64,84.03,6.41,Abia
2022-05-17,27.02,89.36,5.31,Abia
2022-05-18,26.41,90.95,9.73,Abia
2022-05-19,25.81,90.93,8.92,Abia
2022-05-20,26.57,85.45,1.7,Abia
2022-05-21,25.93,91.64,6.05,Abia
2022-05-22,25.56,88.74,1.97,Abia
2022-05-23,25.67,88.0,4.3,Abia
2022-05-24,25.4,85.55,2.79,Abia
2022-05-25,25.74,87.65,2.71,Abia
2022-05-26,25.91,88.67,15.51,Abia
2022-05-27,24.96,91.79,6.59,Abia
2022-05-28,26.05,85.96,2.37,Abia
2022-05-29,26.24,88.0,5.12,Abia
2022-05-30,25.1,94.58,10.2,Abia
2022-05-31,25.84,90.18,8.48,Abia
2022-06-01,25.93,89.84,7.85,Abia
2022-06-02,26.57,88.58,3.98,Abia
2022-06-03,26.19,90.7,4.58,Abia
2022-06-04,25.71,91.88,10.23,Abia
2022-06-05,25.31,84.14,7.43,Abia
2022-06-06,26.14,81.09,6.2,Abia
2022-06-07,25.8,88.69,10.44,Abia
2022-06-08,24.86,94.24,16.73,Abia
2022-06-09,25.61,91.04,21.22,Abia
2022-06-10,25.75,89.61,2.74,Abia
2022-06-11,25.26,91.2,4.13,Abia
2022-06-12,25.05,90.38,1.74,Abia
2022-06-13,25.76,86.32,0.76,Abia
2022-06-14,26.06,88.91,1.72,Abia
2022-06-15,25.66,93.29,4.29,Abia
2022-06-16,24.55,93.82,5.49,Abia
2022-06-17,24.77,88.65,0.61,Abia
2022-06-18,25.43,87.54,1.93,Abia
2022-06-19,25.31,88.26,0.9,Abia
2022-06-20,24.87,90.71,2.92,Abia
2022-06-21,24.19,94.68,20.2,Abia
2022-06-22,25.1,89.86,1.63,Abia
2022-06-23,24.78,90.21,0.52,Abia
2022-06-24,24.92,92.3,3.88,Abia
2022-06-25,25.6,88.42,1.26,Abia
2022-06-26,24.55,92.21,3.42,Abia
2022-06-27,24.75,87.81,0.65,Abia
2022-06-28,25.28,89.13,0.96,Abia
2022-06-29,25.14,91.92,2.92,Abia
2022-06-30,25.23,90.49,6.94,Abia
2022-07-01,24.9,89.13,2.88,Abia
2022-07-02,25.66,86.45,2.45,Abia
2022-07-03,25.97,88.03,1.88,Abia
2022-07-04,24.73,91.73,2.49,Abia
2022-07-05,24.06,93.63,24.23,Abia
2022-07-06,25.29,87.84,2.05,Abia
2022-07-07,26.21,89.0,5.33,Abia
2022-07-08,25.23,92.69,7.08,Abia
2022-07-09,25.0,91.96,7.58,Abia
2022-07-10,25.03,90.45,4.89,Abia
2022-07-11,25.34,87.6,3.47,Abia
2022-07-12,25.05,88.27,2.93,Abia
2022-07-13,25.02,88.47,3.32,Abia
2022-07-14,25.68,86.97,2.28,Abia
2022-07-15,25.1,89.31,1.08,Abia
2022-07-16,24.93,88.77,1.16,Abia
2022-07-17,24.95,86.95,0.33,Abia
2022-07-18,25.49,85.04,0.75,Abia
2022-07-19,25.11,85.27,0.25,Abia
2022-07-20,24.87,86.7,1.84,Abia
2022-07-21,24.53,89.06,5.58,Abia
2022-07-22,24.87,88.65,5.62,Abia
2022-07-23,25.07,89.07,6.67,Abia
2022-07-24,24.83,88.33,2.68,Abia
2022-07-25,24.64,91.99,12.51,Abia
2022-07-26,24.64,92.43,10.68,Abia
2022-07-27,24.66,92.49,23.97,Abia
2022-07-28,24.64,92.04,14.93,Abia
2022-07-29,24.8,88.79,2.26,Abia
2022-07-30,24.84,88.99,5.3,Abia
2022-07-31,25.22,88.29,12.11,Abia
2022-08-01,24.02,90.63,8.01,Abia
2022-08-02,24.49,86.95,2.13,Abia
2022-08-03,24.83,86.69,2.11,Abia
2022-08-04,24.91,86.65,0.52,Abia
2022-08-05,25.48,85.21,0.91,Abia
2022-08-06,25.4,86.57,1.36,Abia
2022-08-07,25.32,87.92,1.78,Abia
2022-08-08,25.8,87.72,3.33,Abia
2022-08-09,25.7,88.91,25.63,Abia
2022-08-10,24.8,90.87,11.24,Abia
2022-08-11,24.85,91.33,16.6,Abia
2022-08-12,25.17,90.85,23.54,Abia
2022-08-13,24.66,92.07,16.93,Abia
2022-08-14,23.87,93.39,7.7,Abia
2022-08-15,24.42,89.59,2.61,Abia
2022-08-16,24.27,88.47,0.85,Abia
2022-08-17,25.4,83.77,0.39,Abia
2022-08-18,24.26,92.67,3.27,Abia
2022-08-19,24.96,87.41,0.42,Abia
2022-08-20,25.39,87.59,1.77,Abia
2022-08-21,25.45,86.73,0.85,Abia
2022-08-22,24.23,92.17,3.95,Abia
2022-08-23,24.44,90.18,2.68,Abia
2022-08-24,24.52,88.09,1.24,Abia
2022-08-25,25.14,87.74,7.59,Abia
2022-08-26,24.84,89.54,20.81,Abia
2022-08-27,24.64,90.4,30.39,Abia
2022-08-28,24.74,87.74,6.17,Abia
2022-08-29,25.66,85.29,1.93,Abia
2022-08-30,25.42,88.87,7.75,Abia
