date,T2M,RH2M,PRECTOTCORR,state
2021-11-08,25.91,90.12,4.09,Enugu
2021-11-09,25.99,89.74,3.42,Enugu
2021-11-10,25.66,88.95,4.87,Enugu
2021-11-11,26.07,88.36,4.47,Enugu
2021-11-12,26.14,86.91,0.94,Enugu
2021-11-13,26.45,82.0,0.82,Enugu
2021-11-14,26.41,84.57,2.07,Enugu
2021-11-15,26.62,84.28,2.32,Enugu
2021-11-16,26.13,87.24,3.46,Enugu
2021-11-17,26.45,84.26,0.48,Enugu
2021-11-18,26.79,82.74,0.36,Enugu
2021-11-19,26.6,84.81,3.63,Enugu
2021-11-20,26.96,81.44,3.4,Enugu
2021-11-21,26.78,80.7,0.37,Enugu
2021-11-22,26.43,83.61,2.09,Enugu
2021-11-23,26.64,83.16,4.3,Enugu
2021-11-24,26.84,77.99,1.13,Enugu
2021-11-25,26.87,80.41,2.41,Enugu
2021-11-26,27.05,73.11,0.63,Enugu
2021-11-27,26.83,71.52,0.14,Enugu
2021-11-28,26.43,77.37,0.07,Enugu
2021-11-29,26.79,71.49,0.14,Enugu
2021-11-30,26.3,74.64,0.13,Enugu
2021-12-01,25.17,64.08,0.02,Enugu
2021-12-02,25.26,76.79,0.14,Enugu
2021-12-03,24.43,70.46,0.01,Enugu
2021-12-04,26.96,74.05,0.06,Enugu
2021-12-05,27.16,66.61,0.32,Enugu
2021-12-06,26.52,78.11,0.26,Enugu
2021-12-07,26.78,78.61,0.01,Enugu
2021-12-08,24.95,65.91,0.01,Enugu
2021-12-09,24.16,63.7,0.0,Enugu
2021-12-10,23.77,65.94,0.0,Enugu
2021-12-11,24.34,67.37,0.0,Enugu
2021-12-12,24.75,63.04,0.0,Enugu
2021-12-13,25.0,63.63,0.05,Enugu
2021-12-14,25.01,63.75,0.04,Enugu
2021-12-15,24.61,62.67,0.02,Enugu
2021-12-16,23.5,62.58,0.0,Enugu
2021-12-17,23.14,66.12,0.11,Enugu
2021-12-18,22.81,61.84,0.0,Enugu
2021-12-19,23.18,59.87,0.0,Enugu
2021-12-20,23.39,57.8,0.0,Enugu
2021-12-21,23.32,59.31,0.14,Enugu
2021-12-22,23.83,62.14,0.01,Enugu
2021-12-23,24.58,59.37,0.11,Enugu
2021-12-24,25.58,64.34,0.0,Enugu
2021-12-25,24.48,66.48,2.91,Enugu
2021-12-26,24.34,60.55,0.0,Enugu
2021-12-27,25.78,70.34,1.31,Enugu
2021-12-28,23.9,65.3,4.16,Enugu
2021-12-29,24.02,65.29,2.0,Enugu
2021-12-30,24.21,66.67,0.0,Enugu
2021-12-31,24.71,62.49,0.07,Enugu
2022-01-01,25.48,63.2,0.34,Enugu
2022-01-02,24.25,57.98,0.81,Enugu
2022-01-03,22.51,58.65,0.19,Enugu
2022-01-04,23.57,58.15,0.0,Enugu
2022-01-05,23.76,61.11,0.0,Enugu
2022-01-06,24.86,61.9,0.0,Enugu
2022-01-07,25.99,65.53,0.21,Enugu
2022-01-08,26.1,79.34,6.49,Enugu
2022-01-09,26.16,86.0,5.87,Enugu
2022-01-10,25.88,68.85,2.2,Enugu
2022-01-11,25.64,56.07,0.01,Enugu
2022-01-12,25.47,64.46,0.07,Enugu
2022-01-13,25.45,86.97,0.6,Enugu
2022-01-14,26.33,81.45,0.21,Enugu
2022-01-15,26.52,79.18,0.09,Enugu
2022-01-16,26.02,83.55,1.11,Enugu
2022-01-17,25.56,71.18,4.9,Enugu
2022-01-18,22.38,56.93,0.94,Enugu
2022-01-19,21.68,51.63,0.0,Enugu
2022-01-20,22.3,53.49,0.0,Enugu
2022-01-21,23.45,54.09,0.0,Enugu
2022-01-22,23.72,55.07,0.0,Enugu
2022-01-23,23.58,54.76,0.02,Enugu
2022-01-24,23.17,53.96,0.0,Enugu
2022-01-25,22.74,52.37,0.0,Enugu
2022-01-26,23.51,51.76,0.08,Enugu
2022-01-27,24.13,56.48,0.15,Enugu
2022-01-28,23.13,54.61,0.0,Enugu
2022-01-29,22.25,54.56,0.0,Enugu
2022-01-30,21.78,48.5,0.0,Enugu
2022-01-31,21.42,46.39,0.0,Enugu
2022-02-01,22.33,49.94,0.0,Enugu
2022-02-02,23.67,50.94,0.0,Enugu
2022-02-03,23.14,52.97,0.11,Enugu
2022-02-04,22.54,47.92,0.0,Enugu
2022-02-05,23.26,49.2,0.0,Enugu
2022-02-06,24.3,50.49,0.0,Enugu
2022-02-07,24.6,52.02,0.0,Enugu
2022-02-08,24.71,58.99,0.0,Enugu
2022-02-09,25.52,58.68,0.0,Enugu
2022-02-10,24.32,46.5,0.01,Enugu
2022-02-11,24.36,46.06,0.0,Enugu
2022-02-12,25.36,52.35,0.01,Enugu
2022-02-13,25.92,55.73,0.14,Enugu
2022-02-14,26.62,53.9,0.08,Enugu
2022-02-15,26.31,70.97,0.01,Enugu
2022-02-16,27.06,76.8,0.02,Enugu
2022-02-17,27.32,76.18,0.02,Enugu
2022-02-18,28.39,70.4,0.01,Enugu
2022-02-19,27.28,61.56,0.01,Enugu
2022-02-20,25.18,48.6,0.01,Enugu
2022-02-21,25.81,49.89,0.0,Enugu
2022-02-22,26.34,52.65,0.01,Enugu
2022-02-23,26.85,61.35,0.01,Enugu
2022-02-24,27.85,67.12,0.01,Enugu
2022-02-25,26.55,49.1,0.02,Enugu
2022-02-26,25.62,54.42,0.01,Enugu
2022-02-27,26.78,74.62,0.15,Enugu
2022-02-28,27.46,75.6,0.14,Enugu
2022-03-01,27.83,76.83,0.07,Enugu
2022-03-02,27.4,80.74,2.54,Enugu
2022-03-03,26.91,80.35,1.93,Enugu
2022-03-04,26.61,82.0,1.24,Enugu
2022-03-05,27.47,78.31,1.06,Enugu
2022-03-06,25.99,87.74,4.36,Enugu
2022-03-07,27.22,79.83,0.69,Enugu
2022-03-08,27.33,82.4,3.0,Enugu
2022-03-09,27.33,83.23,6.61,Enugu
2022-03-10,26.64,86.85,6.9,Enugu
2022-03-11,27.18,82.47,1.95,Enugu
2022-03-12,27.32,82.9,0.35,Enugu
2022-03-13,27.32,79.57,0.24,Enugu
2022-03-14,27.77,70.97,0.01,Enugu
2022-03-15,27.14,82.06,0.17,Enugu
2022-03-16,27.66,78.25,0.02,Enugu
2022-03-17,28.1,73.77,0.04,Enugu
2022-03-18,27.78,77.3,0.07,Enugu
2022-03-19,27.53,80.33,0.19,Enugu
2022-03-20,27.79,79.84,0.16,Enugu
2022-03-21,27.93,79.57,0.36,Enugu
2022-03-22,27.37,83.35,0.59,Enugu
2022-03-23,27.96,80.99,0.35,Enugu
2022-03-24,27.78,81.82,0.83,Enugu
2022-03-25,27.83,79.72,0.3,Enugu
2022-03-26,28.68,74.86,0.06,Enugu
2022-03-27,29.12,65.16,0.13,Enugu
2022-03-28,27.1,54.35,0.02,Enugu
2022-03-29,28.37,73.66,0.09,Enugu
2022-03-30,28.63,75.49,0.12,Enugu
2022-03-31,28.52,78.66,0.49,Enugu
2022-04-01,27.21,82.69,1.89,Enugu
2022-04-02,27.75,75.36,0.34,Enugu
2022-04-03,27.68,78.02,0.72,Enugu
2022-04-04,26.96,81.78,0.76,Enugu
2022-04-05,27.94,77.38,1.62,Enugu
2022-04-06,28.96,72.79,6.47,Enugu
2022-04-07,28.13,80.38,2.65,Enugu
2022-04-08,27.72,81.04,3.22,Enugu
2022-04-09,26.8,83.91,5.49,Enugu
2022-04-10,27.5,76.96,1.05,Enugu
2022-04-11,27.09,82.01,0.26,Enugu
2022-04-12,27.14,80.82,1.29,Enugu
2022-04-13,26.06,82.34,0.33,Enugu
2022-04-14,26.32,79.96,0.12,Enugu
2022-04-15,27.04,77.42,0.25,Enugu
2022-04-16,27.7,78.49,1.18,Enugu
2022-04-17,26.93,85.54,4.68,Enugu
2022-04-18,26.55,81.39,3.23,Enugu
2022-04-19,26.51,79.16,0.88,Enugu
2022-04-20,27.77,75.32,0.54,Enugu
2022-04-21,26.1,88.8,11.52,Enugu
2022-04-22,27.46,81.35,1.1,Enugu
2022-04-23,27.05,86.02,5.93,Enugu
2022-04-24,26.38,87.31,3.16,Enugu
2022-04-25,26.75,85.33,1.68,Enugu
2022-04-26,27.59,81.15,2.06,Enugu
2022-04-27,25.37,88.27,11.54,Enugu
2022-04-28,25.93,84.61,9.62,Enugu
2022-04-29,25.58,87.61,3.12,Enugu
2022-04-30,26.38,83.26,2.06,Enugu
2022-05-01,25.81,89.28,1.93,Enugu
2022-05-02,25.76,86.13,1.24,Enugu
2022-05-03,26.52,85.21,1.52,Enugu
2022-05-04,25.83,89.1,3.02,Enugu
2022-05-05,27.49,78.36,3.12,Enugu
2022-05-06,26.15,89.17,2.75,Enugu
2022-05-07,26.57,84.13,0.15,Enugu
2022-05-08,26.89,84.14,0.56,Enugu
2022-05-09,26.43,88.98,3.5,Enugu
2022-05-10,25.54,89.09,1.62,Enugu
2022-05-11,27.12,80.12,1.1,Enugu
2022-05-12,26.85,84.77,0.99,Enugu
2022-05-13,27.24,84.78,1.96,Enugu
2022-05-14,26.57,88.5,1.89,Enugu
2022-05-15,26.35,89.39,2.07,Enugu
2022-05-16,27.54,83.23,4.75,Enugu
2022-05-17,27.19,85.68,5.51,Enugu
2022-05-18,26.6,87.45,8.68,Enugu
2022-05-19,26.28,87.6,8.02,Enugu
2022-05-20,26.8,82.71,1.07,Enugu
2022-05-21,26.37,86.45,3.48,Enugu
2022-05-22,25.72,85.82,0.47,Enugu
2022-05-23,26.02,83.25,0.8,Enugu
2022-05-24,25.87,81.57,1.81,Enugu
2022-05-25,26.09,83.58,1.94,Enugu
2022-05-26,26.01,86.83,3.48,Enugu
2022-05-27,25.4,88.25,6.24,Enugu
2022-05-28,26.16,83.9,1.99,Enugu
2022-05-29,26.54,84.63,2.49,Enugu
2022-05-30,26.09,88.66,8.64,Enugu
2022-05-31,25.82,89.33,5.76,Enugu
2022-06-01,25.79,88.75,3.42,Enugu
2022-06-02,26.54,86.86,5.23,Enugu
2022-06-03,25.86,90.54,3.45,Enugu
2022-06-04,25.42,90.76,7.44,Enugu
2022-06-05,25.43,83.11,7.83,Enugu
2022-06-06,26.35,78.17,7.22,Enugu
2022-06-07,25.69,86.76,6.79,Enugu
2022-06-08,25.22,91.69,16.85,Enugu
2022-06-09,26.02,88.36,20.43,Enugu
2022-06-10,25.72,89.84,2.47,Enugu
2022-06-11,25.12,89.75,5.88,Enugu
2022-06-12,24.39,90.54,7.88,Enugu
2022-06-13,25.8,86.32,1.0,Enugu
2022-06-14,25.97,87.45,1.62,Enugu
2022-06-15,25.65,89.6,2.47,Enugu
2022-06-16,24.42,94.14,4.15,Enugu
2022-06-17,24.35,88.76,1.01,Enugu
2022-06-18,24.52,87.97,3.47,Enugu
2022-06-19,25.39,86.09,0.41,Enugu
2022-06-20,24.99,89.82,2.27,Enugu
2022-06-21,24.35,91.62,6.19,Enugu
2022-06-22,24.86,89.02,2.01,Enugu
2022-06-23,24.71,89.83,0.57,Enugu
2022-06-24,24.71,91.57,3.27,Enugu
2022-06-25,25.86,86.55,1.27,Enugu
2022-06-26,24.63,91.98,2.15,Enugu
2022-06-27,24.63,87.57,1.02,Enugu
2022-06-28,25.23,86.44,0.62,Enugu
2022-06-29,24.91,92.41,2.42,Enugu
2022-06-30,24.63,89.32,21.92,Enugu
2022-07-01,24.37,87.57,2.57,Enugu
2022-07-02,25.0,87.19,2.01,Enugu
2022-07-03,25.7,85.2,1.0,Enugu
2022-07-04,24.52,91.54,2.43,Enugu
2022-07-05,24.53,90.85,5.55,Enugu
2022-07-06,25.84,83.9,1.02,Enugu
2022-07-07,26.14,87.36,5.14,Enugu
2022-07-08,25.18,92.82,43.05,Enugu
2022-07-09,24.72,92.47,39.35,Enugu
2022-07-10,24.86,89.59,3.14,Enugu
2022-07-11,25.54,86.31,2.55,Enugu
2022-07-12,25.71,85.4,1.63,Enugu
2022-07-13,25.69,86.64,1.78,Enugu
2022-07-14,25.65,85.93,1.66,Enugu
2022-07-15,25.1,88.27,0.9,Enugu
2022-07-16,24.95,88.22,1.47,Enugu
2022-07-17,25.27,84.85,0.27,Enugu
2022-07-18,25.38,84.67,0.97,Enugu
2022-07-19,24.73,85.73,0.21,Enugu
2022-07-20,25.3,84.53,1.96,Enugu
2022-07-21,24.46,88.14,4.24,Enugu
2022-07-22,24.68,87.66,5.12,Enugu
2022-07-23,24.88,88.28,7.75,Enugu
2022-07-24,24.71,88.59,2.4,Enugu
2022-07-25,25.45,88.34,7.45,Enugu
2022-07-26,24.04,93.44,9.02,Enugu
2022-07-27,24.18,93.28,14.42,Enugu
2022-07-28,24.51,89.31,9.51,Enugu
2022-07-29,24.63,87.95,3.38,Enugu
2022-07-30,24.62,86.36,3.11,Enugu
2022-07-31,24.98,87.0,3.84,Enugu
2022-08-01,24.84,87.31,16.63,Enugu
2022-08-02,24.63,86.61,4.73,Enugu
2022-08-03,25.07,85.68,2.66,Enugu
2022-08-04,25.05,85.38,0.32,Enugu
2022-08-05,24.97,84.42,0.36,Enugu
2022-08-06,24.95,85.84,1.14,Enugu
2022-08-07,25.25,87.01,1.59,Enugu
2022-08-08,25.08,89.27,2.05,Enugu
2022-08-09,25.27,87.07,4.61,Enugu
2022-08-10,25.17,87.84,4.14,Enugu
2022-08-11,24.6,90.68,11.34,Enugu
2022-08-12,24.78,90.05,26.33,Enugu
2022-08-13,24.65,90.7,17.55,Enugu
2022-08-14,23.86,92.61,7.59,Enugu
2022-08-15,24.56,88.46,4.03,Enugu
2022-08-16,24.42,86.75,0.5,Enugu
2022-08-17,25.3,81.64,0.11,Enugu
2022-08-18,24.68,89.19,3.94,Enugu
2022-08-19,24.81,86.53,0.46,Enugu
2022-08-20,25.4,85.98,2.16,Enugu
2022-08-21,24.92,87.12,0.85,Enugu
2022-08-22,24.32,90.58,5.34,Enugu
2022-08-23,24.55,88.15,3.19,Enugu
2022-08-24,24.19,87.37,0.38,Enugu
2022-08-25,24.58,87.74,7.11,Enugu
2022-08-26,24.73,89.34,48.62,Enugu
2022-08-27,24.81,88.78,18.03,Enugu
2022-08-28,24.41,87.15,1.51,Enugu
2022-08-29,25.25,84.67,2.34,Enugu
2022-08-30,25.55,87.64,10.51,Enugu
2022-08-31,25.35,88.77,34.82,Enugu
2022-09-01,24.48,89.44,1.89,Enugu
2022-09-02,24.59,87.98,1.93,Enugu
2022-09-03,24.93,84.32,3.38,Enugu
2022-09-04,25.18,87.03,16.47,Enugu
2022-09-05,25.46,87.49,14.7,Enugu
2022-09-06,25.02,91.17,30.67,Enugu
2022-09-07,25.64,88.48,17.32,Enugu
2022-09-08,25.61,87.25,3.99,Enugu
2022-09-09,24.95,88.67,4.11,Enugu
2022-09-10,24.68,87.87,9.37,Enugu
2022-09-11,23.59,90.37,6.09,Enugu
2022-09-12,25.45,87.46,8.53,Enugu
2022-09-13,24.47,90.9,6.32,Enugu
2022-09-14,26.22,83.68,2.56,Enugu
2022-09-15,24.71,92.88,8.42,Enugu
2022-09-16,24.69,91.32,3.76,Enugu
2022-09-17,24.2,91.75,4.64,Enugu
2022-09-18,25.48,85.87,1.69,Enugu
2022-09-19,24.95,88.85,5.19,Enugu
2022-09-20,25.34,84.95,2.43,Enugu
2022-09-21,25.73,84.34,1.37,Enugu
2022-09-22,25.03,90.05,15.4,Enugu
2022-09-23,24.4,90.46,17.13,Enugu
2022-09-24,25.06,88.75,8.82,Enugu
2022-09-25,23.74,93.02,15.14,Enugu
2022-09-26,24.3,89.2,24.27,Enugu
2022-09-27,24.23,89.68,10.35,Enugu
2022-09-28,23.72,91.4,7.05,Enugu
2022-09-29,25.19,85.42,1.26,Enugu
2022-09-30,25.14,87.0,0.76,Enugu
2022-10-01,24.17,91.3,9.02,Enugu
2022-10-02,24.16,89.99,8.33,Enugu
2022-10-03,25.09,86.95,1.1,Enugu
2022-10-04,24.92,87.31,1.45,Enugu
2022-10-05,25.64,85.22,3.01,Enugu
2022-10-06,24.95,89.89,7.73,Enugu
2022-10-07,24.26,90.64,39.31,Enugu
2022-10-08,25.34,83.75,21.75,Enugu
2022-10-09,24.62,92.08,8.53,Enugu
2022-10-10,25.06,89.09,2.22,Enugu
2022-10-11,25.95,83.51,2.4,Enugu
2022-10-12,25.85,83.2,3.25,Enugu
2022-10-13,25.49,86.12,2.88,Enugu
2022-10-14,25.1,89.77,1.31,Enugu
2022-10-15,25.13,89.63,2.65,Enugu
2022-10-16,25.65,84.76,3.23,Enugu
2022-10-17,26.12,83.08,0.77,Enugu
2022-10-18,26.58,82.88,0.62,Enugu
2022-10-19,25.94,87.39,0.66,Enugu
2022-10-20,25.31,90.23,0.63,Enugu
2022-10-21,25.64,87.04,0.4,Enugu
2022-10-22,25.27,87.38,0.24,Enugu
2022-10-23,24.84,91.55,1.54,Enugu
2022-10-24,24.91,90.82,3.37,Enugu
2022-10-25,25.12,90.64,3.48,Enugu
2022-10-26,26.28,84.02,0.58,Enugu
2022-10-27,26.64,79.19,0.15,Enugu
2022-10-28,25.79,76.05,2.5,Enugu
2022-10-29,24.66,78.71,0.53,Enugu
2022-10-30,26.17,75.04,0.44,Enugu
2022-10-31,25.94,73.89,0.56,Enugu
2022-11-01,25.39,71.59,0.17,Enugu
2022-11-02,24.92,79.28,2.39,Enugu
2022-11-03,25.82,84.25,0.98,Enugu
2022-11-04,27.02,79.21,2.98,Enugu
2022-11-05,25.69,74.44,0.2,Enugu
2022-11-06,25.64,68.17,0.08,Enugu
2022-11-07,26.21,72.67,0.01,Enugu
2022-11-08,26.87,67.95,0.0,Enugu
2022-11-09,26.68,77.64,0.28,Enugu
2022-11-10,26.62,82.91,1.08,Enugu
2022-11-11,26.31,83.77,0.35,Enugu
2022-11-12,26.55,79.5,0.42,Enugu
2022-11-13,26.49,77.84,0.34,Enugu
2022-11-14,26.24,70.62,0.01,Enugu
2022-11-15,26.03,71.83,0.07,Enugu
2022-11-16,25.78,69.32,0.07,Enugu
2022-11-17,26.02,74.09,0.13,Enugu
2022-11-18,26.42,65.84,0.05,Enugu
2022-11-19,24.96,77.18,0.52,Enugu
2022-11-20,25.29,69.14,0.07,Enugu
2022-11-21,25.95,64.14,0.06,Enugu
2022-11-22,25.9,68.06,0.01,Enugu
2022-11-23,24.65,65.74,0.0,Enugu
2022-11-24,24.56,62.68,0.0,Enugu
2022-11-25,24.77,61.48,0.0,Enugu
2022-11-26,25.75,60.02,0.01,Enugu
2022-11-27,26.5,73.99,0.1,Enugu
2022-11-28,26.73,68.3,0.19,Enugu
2022-11-29,25.33,71.48,0.07,Enugu
2022-11-30,25.89,61.88,0.16,Enugu
2022-12-01,26.0,73.96,1.09,Enugu
2022-12-02,26.21,68.41,0.0,Enugu
2022-12-03,27.08,64.91,0.0,Enugu
2022-12-04,27.13,75.88,0.0,Enugu
2022-12-05,27.19,74.49,0.0,Enugu
2022-12-06,26.43,63.08,0.0,Enugu
2022-12-07,25.16,63.85,0.07,Enugu
2022-12-08,25.03,65.2,0.07,Enugu
2022-12-09,24.81,60.8,0.01,Enugu
2022-12-10,24.33,58.57,0.0,Enugu
2022-12-11,25.05,56.51,0.0,Enugu
2022-12-12,25.01,61.01,1.33,Enugu
2022-12-13,25.2,61.15,0.34,Enugu
2022-12-14,25.85,54.2,0.4,Enugu
2022-12-15,25.41,71.73,0.66,Enugu
2022-12-16,25.74,80.35,1.67,Enugu
2022-12-17,25.19,85.78,0.14,Enugu
2022-12-18,24.62,79.92,0.04,Enugu
2022-12-19,23.84,56.68,0.0,Enugu
2022-12-20,23.04,57.43,0.0,Enugu
2022-12-21,23.63,56.74,0.0,Enugu
2022-12-22,23.02,59.84,0.0,Enugu
2022-12-23,22.55,57.6,0.0,Enugu
2022-12-24,22.37,56.8,0.0,Enugu
2022-12-25,22.98,55.36,0.0,Enugu
2022-12-26,24.08,58.59,0.0,Enugu
2022-12-27,24.36,56.57,0.0,Enugu
2022-12-28,23.51,55.01,0.0,Enugu
2022-12-29,23.13,55.38,0.0,Enugu
2022-12-30,22.69,51.97,0.0,Enugu
2022-12-31,23.53,52.98,0.0,Enugu
2023-01-01,24.42,53.68,0.0,Enugu
2023-01-02,24.33,58.88,0.0,Enugu
2023-01-03,24.8,58.76,0.0,Enugu
2023-01-04,24.76,60.13,0.0,Enugu
2023-01-05,25.46,64.92,0.02,Enugu
2023-01-06,25.51,62.71,0.0,Enugu
2023-01-07,24.84,55.94,0.0,Enugu
2023-01-08,23.94,54.31,0.0,Enugu
2023-01-09,23.17,51.48,0.0,Enugu
2023-01-10,23.16,52.83,0.0,Enugu
2023-01-11,22.87,53.28,0.0,Enugu
2023-01-12,23.15,53.96,0.0,Enugu
2023-01-13,24.27,59.29,0.0,Enugu
2023-01-14,24.98,52.59,0.0,Enugu
2023-01-15,25.08,59.62,0.0,Enugu
2023-01-16,24.83,53.06,0.0,Enugu
2023-01-17,25.31,55.5,0.0,Enugu
2023-01-18,25.72,53.78,0.0,Enugu
2023-01-19,26.08,52.62,0.0,Enugu
2023-01-20,26.51,60.46,0.0,Enugu
2023-01-21,26.97,62.61,0.08,Enugu
2023-01-22,26.52,62.0,0.1,Enugu
2023-01-23,27.05,49.28,0.04,Enugu
2023-01-24,27.15,60.69,0.08,Enugu
2023-01-25,27.78,62.42,0.28,Enugu
2023-01-26,27.06,74.86,0.07,Enugu
2023-01-27,26.1,83.64,0.25,Enugu
2023-01-28,26.63,81.84,0.44,Enugu
2023-01-29,26.77,77.48,0.22,Enugu
2023-01-30,24.97,87.27,1.03,Enugu
2023-01-31,26.01,82.64,0.0,Enugu
2023-02-01,26.6,80.9,0.0,Enugu
2023-02-02,27.45,76.25,0.0,Enugu
2023-02-03,28.1,71.34,0.0,Enugu
2023-02-04,26.79,77.84,0.0,Enugu
2023-02-05,27.59,75.66,0.58,Enugu
2023-02-06,27.26,75.81,0.42,Enugu
2023-02-07,27.84,69.31,0.57,Enugu
2023-02-08,26.9,65.72,0.29,Enugu
2023-02-09,27.61,55.08,0.13,Enugu
2023-02-10,27.81,61.04,0.0,Enugu
2023-02-11,27.03,47.52,0.0,Enugu
2023-02-12,25.78,42.16,0.0,Enugu
2023-02-13,25.42,44.19,0.0,Enugu
2023-02-14,24.84,48.42,0.0,Enugu
2023-02-15,24.84,47.98,0.0,Enugu
2023-02-16,23.88,43.5,0.0,Enugu
2023-02-17,24.86,43.75,0.0,Enugu
2023-02-18,25.51,44.88,0.0,Enugu
2023-02-19,25.38,44.25,0.0,Enugu
2023-02-20,25.99,43.69,0.0,Enugu
2023-02-21,26.69,47.37,0.0,Enugu
2023-02-22,26.46,64.64,0.24,Enugu
2023-02-23,27.66,74.65,1.09,Enugu
2023-02-24,27.95,76.79,1.88,Enugu
2023-02-25,28.16,75.79,0.86,Enugu
2023-02-26,28.26,74.04,0.75,Enugu
2023-02-27,27.32,79.02,0.58,Enugu
2023-02-28,27.43,77.7,0.24,Enugu
2023-03-01,27.59,75.58,0.51,Enugu
2023-03-02,26.8,81.64,1.25,Enugu
2023-03-03,26.95,81.93,0.78,Enugu
2023-03-04,27.22,81.14,2.71,Enugu
2023-03-05,27.55,79.55,1.92,Enugu
2023-03-06,27.25,80.17,0.82,Enugu
2023-03-07,28.23,77.08,2.53,Enugu
2023-03-08,27.24,83.15,5.53,Enugu
2023-03-09,27.05,82.85,3.45,Enugu
2023-03-10,28.01,77.64,3.08,Enugu
2023-03-11,26.92,80.54,2.0,Enugu
2023-03-12,26.22,81.94,0.3,Enugu
2023-03-13,27.37,76.0,0.28,Enugu
2023-03-14,26.8,79.87,0.77,Enugu
2023-03-15,26.66,80.26,1.03,Enugu
2023-03-16,26.05,79.98,1.22,Enugu
2023-03-17,27.16,74.1,1.71,Enugu
2023-03-18,25.69,85.0,6.07,Enugu
2023-03-19,25.61,77.27,0.25,Enugu
2023-03-20,26.52,73.86,0.47,Enugu
2023-03-21,25.88,84.19,6.36,Enugu
2023-03-22,26.47,78.77,0.39,Enugu
2023-03-23,26.53,79.18,0.85,Enugu
2023-03-24,25.19,86.1,1.47,Enugu
2023-03-25,25.89,83.14,1.61,Enugu
2023-03-26,26.86,75.45,1.89,Enugu
2023-03-27,26.41,79.36,1.36,Enugu
2023-03-28,27.53,70.44,0.49,Enugu
2023-03-29,27.25,79.0,1.42,Enugu
2023-03-30,27.59,78.88,2.01,Enugu
2023-03-31,26.74,82.84,0.31,Enugu
2023-04-01,27.73,74.4,0.2,Enugu
2023-04-02,27.4,77.36,0.04,Enugu
2023-04-03,26.82,83.07,0.93,Enugu
2023-04-04,27.82,74.5,0.06,Enugu
2023-04-05,28.45,73.8,0.09,Enugu
2023-04-06,27.79,80.38,5.73,Enugu
2023-04-07,27.84,81.08,3.64,Enugu
2023-04-08,27.2,83.01,3.49,Enugu
2023-04-09,26.35,81.99,1.99,Enugu
2023-04-10,27.44,79.22,1.69,Enugu
2023-04-11,26.38,85.14,2.31,Enugu
2023-04-12,27.73,78.98,0.37,Enugu
2023-04-13,28.01,79.4,0.37,Enugu
2023-04-14,27.59,81.08,1.27,Enugu
2023-04-15,27.97,82.11,1.62,Enugu
2023-04-16,27.43,81.55,0.53,Enugu
2023-04-17,27.27,79.93,1.14,Enugu
2023-04-18,27.93,78.35,0.77,Enugu
2023-04-19,26.59,86.58,0.66,Enugu
2023-04-20,28.25,75.49,0.47,Enugu
2023-04-21,27.3,81.0,0.88,Enugu
2023-04-22,27.76,80.91,1.54,Enugu
2023-04-23,26.98,85.04,2.49,Enugu
2023-04-24,27.74,77.15,0.86,Enugu
2023-04-25,27.21,80.17,1.33,Enugu
2023-04-26,27.28,80.54,1.06,Enugu
2023-04-27,26.54,80.84,1.85,Enugu
2023-04-28,27.56,76.55,0.08,Enugu
2023-04-29,26.42,84.17,1.72,Enugu
2023-04-30,26.4,81.84,1.67,Enugu
2023-05-01,26.35,80.6,0.5,Enugu
2023-05-02,27.29,76.94,0.7,Enugu
2023-05-03,27.4,77.9,0.68,Enugu
2023-05-04,26.42,83.68,1.93,Enugu
2023-05-05,27.31,76.01,1.53,Enugu
2023-05-06,26.91,79.95,0.35,Enugu
2023-05-07,27.78,78.46,0.94,Enugu
2023-05-08,27.94,75.49,0.56,Enugu
2023-05-09,27.42,80.79,0.84,Enugu
2023-05-10,27.24,83.48,0.47,Enugu
2023-05-11,27.42,81.64,2.19,Enugu
2023-05-12,27.15,82.73,2.16,Enugu
2023-05-13,29.17,72.09,0.49,Enugu
2023-05-14,28.31,76.71,2.35,Enugu
2023-05-15,27.89,82.61,3.11,Enugu
2023-05-16,27.91,83.47,3.37,Enugu
2023-05-17,27.45,85.04,3.87,Enugu
2023-05-18,27.61,80.68,1.43,Enugu
2023-05-19,27.65,84.91,3.47,Enugu
2023-05-20,27.35,85.14,5.45,Enugu
2023-05-21,25.87,86.32,0.78,Enugu
2023-05-22,26.78,82.76,0.5,Enugu
2023-05-23,27.85,82.39,0.34,Enugu
2023-05-24,27.92,83.7,0.85,Enugu
2023-05-25,27.29,86.17,1.78,Enugu
2023-05-26,27.72,81.36,3.95,Enugu
2023-05-27,27.48,83.61,1.82,Enugu
2023-05-28,25.47,87.88,2.13,Enugu
2023-05-29,26.64,81.04,0.74,Enugu
2023-05-30,27.18,81.39,0.91,Enugu
2023-05-31,26.82,85.29,1.9,Enugu
2023-06-01,26.76,86.25,2.93,Enugu
2023-06-02,26.68,85.0,6.1,Enugu
2023-06-03,26.83,82.68,6.7,Enugu
2023-06-04,26.43,85.85,2.01,Enugu
2023-06-05,26.64,86.47,3.66,Enugu
2023-06-06,25.48,92.45,26.8,Enugu
2023-06-07,25.34,90.39,33.14,Enugu
2023-06-08,25.27,88.89,3.29,Enugu
2023-06-09,26.19,85.77,0.64,Enugu
2023-06-10,25.85,89.31,12.81,Enugu
2023-06-11,24.94,91.66,37.5,Enugu
2023-06-12,25.81,79.19,0.59,Enugu
